"Geneid" "Allel" "Tissue" "Value"
"337" "Ntsc3880" "BA" "veg" -0.106176347986297
"338" "Ntsc3880" "BA" "sex" 0.142928757027723
"339" "Ntsc3880" "sa" "veg" -0.199815371169792
"340" "Ntsc3880" "sa" "sex" 0.68884747054337
"341" "Ntsc3882" "BA" "veg" -0.594662338207671
"342" "Ntsc3882" "BA" "sex" 0.167721847195378
"343" "Ntsc3882" "sa" "veg" -0.213113862193718
"344" "Ntsc3882" "sa" "sex" -0.063950221155206
"345" "Ntsc1421" "BA" "veg" 0.220941346602992
"346" "Ntsc1421" "BA" "sex" -0.264469392960626
"347" "Ntsc1421" "sa" "veg" 0.518736824429698
"348" "Ntsc1421" "sa" "sex" -0.807125808056032
"349" "Ntsc1422" "BA" "veg" -0.200665196605888
"350" "Ntsc1422" "BA" "sex" 0.737587066029374
"351" "Ntsc1422" "sa" "veg" 0.458746754586997
"352" "Ntsc1422" "sa" "sex" 0.94570650761382
"353" "Ntsc3879" "BA" "veg" -0.439050590702928
"354" "Ntsc3879" "BA" "sex" -0.0646291207064039
"355" "Ntsc3879" "sa" "veg" -0.371651820297738
"356" "Ntsc3879" "sa" "sex" 0.683066965202998
"357" "Ntsc3873" "BA" "veg" -0.753509267674463
"358" "Ntsc3873" "BA" "sex" 0.487142703975204
"359" "Ntsc3873" "sa" "veg" -0.847583244116467
"360" "Ntsc3873" "sa" "sex" 0.335268988293049
"361" "Ntsc3876" "BA" "veg" -0.342211172977859
"362" "Ntsc3876" "BA" "sex" -0.284355316309495
"363" "Ntsc3876" "sa" "veg" 0.258007037993073
"364" "Ntsc3876" "sa" "sex" 0.0408325724795745
"365" "Ntsc1420" "BA" "veg" 0.817301962858506
"366" "Ntsc1420" "BA" "sex" -0.3838990150206
"367" "Ntsc1420" "sa" "veg" -0.679608177973842
"368" "Ntsc1420" "sa" "sex" -0.850080227550909
"369" "Ntsc3872" "BA" "veg" 0.561234847808058
"370" "Ntsc3872" "BA" "sex" 0.76993680625326
"371" "Ntsc3872" "sa" "veg" 0.184932388840896
"372" "Ntsc3872" "sa" "sex" 0.626897056067317
"373" "Ntsc3875" "BA" "veg" -0.824589160115911
"374" "Ntsc3875" "BA" "sex" -0.610357841737896
"375" "Ntsc3875" "sa" "veg" -0.227403799882119
"376" "Ntsc3875" "sa" "sex" -0.0193873193116723
"377" "Ntsc3878" "BA" "veg" 0.930635247125405
"378" "Ntsc3878" "BA" "sex" 0.90796302773752
"379" "Ntsc3878" "sa" "veg" 0.469349325139663
"380" "Ntsc3878" "sa" "sex" 0.751709851418245
"381" "Ntsc7883" "BA" "veg" NA
"382" "Ntsc7883" "BA" "sex" NA
"383" "Ntsc7883" "sa" "veg" NA
"384" "Ntsc7883" "sa" "sex" NA
"385" "Ntsc3862" "BA" "veg" -0.127477574752903
"386" "Ntsc3862" "BA" "sex" 0.532055012692797
"387" "Ntsc3862" "sa" "veg" 0.249090472775236
"388" "Ntsc3862" "sa" "sex" -0.0918032176618308
"389" "Ntsc3868" "BA" "veg" 0.240820031583136
"390" "Ntsc3868" "BA" "sex" -0.419000679917309
"391" "Ntsc3868" "sa" "veg" 0.558107990996928
"392" "Ntsc3868" "sa" "sex" 0.634900201493996
"393" "Ntsc3869" "BA" "veg" -0.935470237639461
"394" "Ntsc3869" "BA" "sex" -0.000225236891478037
"395" "Ntsc3869" "sa" "veg" 0.11148699192954
"396" "Ntsc3869" "sa" "sex" -0.851156373298838
"397" "Ntsc3867" "BA" "veg" 0.87717570042135
"398" "Ntsc3867" "BA" "sex" -0.121952015416089
"399" "Ntsc3867" "sa" "veg" 0.620135050283553
"400" "Ntsc3867" "sa" "sex" -0.5512686055393
"401" "Ntsc1419" "BA" "veg" -0.277694643776323
"402" "Ntsc1419" "BA" "sex" 0.912176541665665
"403" "Ntsc1419" "sa" "veg" -0.620121263529334
"404" "Ntsc1419" "sa" "sex" 0.354140436993898
"405" "Ntsc3861" "BA" "veg" -0.894477273823613
"406" "Ntsc3861" "BA" "sex" -0.332990634891892
"407" "Ntsc3861" "sa" "veg" -0.452808726538402
"408" "Ntsc3861" "sa" "sex" 0.378751725632189
"409" "Ntsc3866" "BA" "veg" 0.0569099035243522
"410" "Ntsc3866" "BA" "sex" 0.325928547813589
"411" "Ntsc3866" "sa" "veg" -0.284337655887526
"412" "Ntsc3866" "sa" "sex" -0.162702331883324
"413" "Ntsc3865" "BA" "veg" -0.118970501651899
"414" "Ntsc3865" "BA" "sex" 0.921394083744615
"415" "Ntsc3865" "sa" "veg" -0.102280150828838
"416" "Ntsc3865" "sa" "sex" 0.695210323728242
"417" "Ntsc3860" "BA" "veg" -0.194916600747051
"418" "Ntsc3860" "BA" "sex" -0.755703230522151
"419" "Ntsc3860" "sa" "veg" -0.909366338717005
"420" "Ntsc3860" "sa" "sex" -0.434534682750179
"421" "Ntsc3871" "BA" "veg" -0.522016916602099
"422" "Ntsc3871" "BA" "sex" -0.593068186534699
"423" "Ntsc3871" "sa" "veg" 0.212773719214666
"424" "Ntsc3871" "sa" "sex" 0.494437499703173
"425" "Ntsc3864" "BA" "veg" 0.756871791589191
"426" "Ntsc3864" "BA" "sex" -0.0958242279407225
"427" "Ntsc3864" "sa" "veg" 0.879421767043786
"428" "Ntsc3864" "sa" "sex" 0.0539649611690214
"429" "Ntsc3870" "BA" "veg" -0.581174824387236
"430" "Ntsc3870" "BA" "sex" 0.0944242190171448
"431" "Ntsc3870" "sa" "veg" -0.981777400059423
"432" "Ntsc3870" "sa" "sex" 0.381344984878909
"433" "Ntsc1418" "BA" "veg" -0.179413047098941
"434" "Ntsc1418" "BA" "sex" -0.00418873451215955
"435" "Ntsc1418" "sa" "veg" 0.406288436691838
"436" "Ntsc1418" "sa" "sex" -0.0585881661229732
"437" "Ntsc3859" "BA" "veg" -0.239453998161247
"438" "Ntsc3859" "BA" "sex" 0.242919894906469
"439" "Ntsc3859" "sa" "veg" 0.459290011357549
"440" "Ntsc3859" "sa" "sex" 0.644614390908538
"441" "Ntsc3863" "BA" "veg" -0.455557206047066
"442" "Ntsc3863" "BA" "sex" -0.354779525138897
"443" "Ntsc3863" "sa" "veg" 0.148602255261649
"444" "Ntsc3863" "sa" "sex" -0.358725166020782
"445" "Ntsc3858" "BA" "veg" -0.00421303049055075
"446" "Ntsc3858" "BA" "sex" -0.115985714060759
"447" "Ntsc3858" "sa" "veg" 0.905412378980165
"448" "Ntsc3858" "sa" "sex" -0.448828220969053
"449" "Ntsc3852" "BA" "veg" 0.102517628837266
"450" "Ntsc3852" "BA" "sex" 0.104268720481432
"451" "Ntsc3852" "sa" "veg" -0.736223691896874
"452" "Ntsc3852" "sa" "sex" 0.728428296578026
"453" "Ntsc7881" "BA" "veg" -0.0342791460248633
"454" "Ntsc7881" "BA" "sex" -0.806827581259056
"455" "Ntsc7881" "sa" "veg" 0.677648643883605
"456" "Ntsc7881" "sa" "sex" -0.0804314112216391
"457" "Ntsc3851" "BA" "veg" 0.722691988746352
"458" "Ntsc3851" "BA" "sex" 0.780658866688185
"459" "Ntsc3851" "sa" "veg" 0.834633070258992
"460" "Ntsc3851" "sa" "sex" 0.763843891317932
"461" "Ntsc3857" "BA" "veg" 0.00254306073832524
"462" "Ntsc3857" "BA" "sex" 0.27795572035129
"463" "Ntsc3857" "sa" "veg" 0.391616273688063
"464" "Ntsc3857" "sa" "sex" 0.722660909351889
"465" "Ntsc3849" "BA" "veg" -0.623588118895187
"466" "Ntsc3849" "BA" "sex" -0.0596831773748177
"467" "Ntsc3849" "sa" "veg" -0.156875010909996
"468" "Ntsc3849" "sa" "sex" 0.312394850961462
"469" "Ntsc3848" "BA" "veg" 0.603463109621706
"470" "Ntsc3848" "BA" "sex" -0.184603151689076
"471" "Ntsc3848" "sa" "veg" 0.055766669042067
"472" "Ntsc3848" "sa" "sex" 0.751111977331547
"473" "Ntsc3850" "BA" "veg" 0.341674310244698
"474" "Ntsc3850" "BA" "sex" -0.0501958946176742
"475" "Ntsc3850" "sa" "veg" -0.822801076669282
"476" "Ntsc3850" "sa" "sex" 0.0245364510930875
"477" "Ntsc3847" "BA" "veg" -0.411086692303168
"478" "Ntsc3847" "BA" "sex" 0.690579047074581
"479" "Ntsc3847" "sa" "veg" 0.832888770843358
"480" "Ntsc3847" "sa" "sex" 0.966506492486196
"481" "Ntsc3853" "BA" "veg" 0.868136765686834
