"Geneid" "Allel" "Tissue" "Value"
"308" "Ntsc3888" "sa" "sex" 0.654653670707977
"309" "Ntsc3887" "BA" "veg" 0.587702932477034
"310" "Ntsc3887" "BA" "sex" -0.360059518889387
"311" "Ntsc3887" "sa" "veg" 0.501901147542782
"312" "Ntsc3887" "sa" "sex" 0.347024588700725
"313" "Ntsc3889" "BA" "veg" 0.305505046330389
"314" "Ntsc3889" "BA" "sex" -0.638077469546494
"315" "Ntsc3889" "sa" "veg" -0.167915123564867
"316" "Ntsc3889" "sa" "sex" -0.109108945117996
"317" "Ntsc3877" "BA" "veg" 0.425524885960185
"318" "Ntsc3877" "BA" "sex" 0.582105761691538
"319" "Ntsc3877" "sa" "veg" 0.0654653670707977
"320" "Ntsc3877" "sa" "sex" 0.818317088384971
"321" "Ntsc3874" "BA" "veg" 0.707527552887687
"322" "Ntsc3874" "BA" "sex" 0.218520760458412
"323" "Ntsc3874" "sa" "veg" -0.498148199909105
"324" "Ntsc3874" "sa" "sex" -0.671660494259467
"325" "Ntsc3883" "BA" "veg" 0.486953858338114
"326" "Ntsc3883" "BA" "sex" 0.319038734773247
"327" "Ntsc3883" "sa" "veg" -0.230021853114118
"328" "Ntsc3883" "sa" "sex" -0.722035031328927
"329" "Ntsc1423" "BA" "veg" -0.763762615825973
"330" "Ntsc1423" "BA" "sex" -0.117540586495407
"331" "Ntsc1423" "sa" "veg" -0.621920987172578
"332" "Ntsc1423" "sa" "sex" 0.179109465135858
"333" "Ntsc3881" "BA" "veg" 0.64367464033199
"334" "Ntsc3881" "BA" "sex" 0.130930734141595
"335" "Ntsc3881" "sa" "veg" -0.470162345981627
"336" "Ntsc3881" "sa" "sex" 0.190303806706849
"337" "Ntsc3880" "BA" "veg" -0.109108945117996
"338" "Ntsc3880" "BA" "sex" 0
"339" "Ntsc3880" "sa" "veg" 0.0545544725589981
"340" "Ntsc3880" "sa" "sex" 0.738826543685414
"341" "Ntsc3882" "BA" "veg" -0.501901147542782
"342" "Ntsc3882" "BA" "sex" 0.163663417676994
"343" "Ntsc3882" "sa" "veg" 0.0671660494259467
"344" "Ntsc3882" "sa" "sex" -0.0447773662839645
"345" "Ntsc1421" "BA" "veg" 0.316415940842189
"346" "Ntsc1421" "BA" "sex" -0.156720781993876
"347" "Ntsc1421" "sa" "veg" 0.447346674983784
"348" "Ntsc1421" "sa" "sex" -0.74442371447091
"349" "Ntsc1422" "BA" "veg" -0.268372520060847
"350" "Ntsc1422" "BA" "sex" 0.774673510337773
"351" "Ntsc1422" "sa" "veg" 0.117540586495407
"352" "Ntsc1422" "sa" "sex" 0.894693349967569
"353" "Ntsc3879" "BA" "veg" -0.554119907764061
"354" "Ntsc3879" "BA" "sex" -0.00559717078549556
"355" "Ntsc3879" "sa" "veg" -0.638077469546494
"356" "Ntsc3879" "sa" "sex" 0.611010092660779
"357" "Ntsc3873" "BA" "veg" -0.610091615619016
"358" "Ntsc3873" "BA" "sex" 0.458968004410636
"359" "Ntsc3873" "sa" "veg" -0.654653670707977
"360" "Ntsc3873" "sa" "sex" 0.0981980506061965
"361" "Ntsc3876" "BA" "veg" -0.436579321268654
"362" "Ntsc3876" "BA" "sex" -0.156720781993876
"363" "Ntsc3876" "sa" "veg" -0.134186260030423
"364" "Ntsc3876" "sa" "sex" -0.152752523165195
"365" "Ntsc1420" "BA" "veg" 0.796495299361372
"366" "Ntsc1420" "BA" "sex" 0.0872871560943969
"367" "Ntsc1420" "sa" "veg" 0.0763762615825973
"368" "Ntsc1420" "sa" "sex" -0.643742776196177
"369" "Ntsc3872" "BA" "veg" 0.589188303637179
"370" "Ntsc3872" "BA" "sex" 0.338237729865788
"371" "Ntsc3872" "sa" "veg" 0.392792202424786
"372" "Ntsc3872" "sa" "sex" 0.632831881684378
"373" "Ntsc3875" "BA" "veg" -0.671660494259467
"374" "Ntsc3875" "BA" "sex" -0.523722936566382
"375" "Ntsc3875" "sa" "veg" -0.360059518889387
"376" "Ntsc3875" "sa" "sex" 0.0447773662839645
"377" "Ntsc3878" "BA" "veg" 0.940324691963254
"378" "Ntsc3878" "BA" "sex" 0.914336866128619
"379" "Ntsc3878" "sa" "veg" 0.279858539274778
"380" "Ntsc3878" "sa" "sex" 0.756322556535113
"381" "Ntsc7883" "BA" "veg" NA
"382" "Ntsc7883" "BA" "sex" NA
"383" "Ntsc7883" "sa" "veg" NA
"384" "Ntsc7883" "sa" "sex" NA
"385" "Ntsc3862" "BA" "veg" -0.185485206700593
"386" "Ntsc3862" "BA" "sex" 0.143763658196324
"387" "Ntsc3862" "sa" "veg" 0.305505046330389
"388" "Ntsc3862" "sa" "sex" 0.0763762615825973
